"year","valid_species_totals","available_name_totals","species_per_year","percent_species_per_year","smoothed_10_year_percent_species","lumps_per_year","percent_lumps_per_year","smoothed_10_year_percent_lumps","splits_per_year","percent_splits_per_year","smoothed_10_year_percent_splits","subspecies_per_year","percent_subspecies_per_year","smoothed_10_year_percent_subspecies"
1815,14,38,38,100,95.0994751974133,24,63.1578947368421,55.6139152125795,0,0,0.206185567010309,0,0,4.7974320190815
1816,7,33,31,93.9393939393939,94.4934145913527,24,72.7272727272727,58.6761161695173,0,0,0.206185567010309,2,6.06060606060606,5.40349262514211
1817,24,90,90,100,94.4934145913527,61,67.7777777777778,61.3362468884715,0,0,0.206185567010309,0,0,5.40349262514211
1818,23,98,98,100,94.4934145913527,64,65.3061224489796,58.9779702444806,0,0,0.206185567010309,0,0,5.40349262514211
1819,4,27,27,100,95.0339551318933,22,81.4814814814815,61.7207129872233,0,0,0.206185567010309,0,0,4.86295208460157
1820,17,69,63,91.304347826087,96.5968223469344,44,63.768115942029,64.5840110679127,0,0,0.206185567010309,6,8.69565217391304,3.30008486956044
1821,41,147,143,97.2789115646258,96.8401774209228,95,64.6258503401361,64.9641218751222,0,0,0,4,2.72108843537415,3.15982257907724
1822,26,125,94,75.2,94.8601774209228,64,51.2,64.3341218751222,0,0,0,31,24.8,5.13982257907724
1823,49,137,133,97.0802919708029,95.3374373872338,82,59.8540145985402,65.7041387195916,0,0,0,4,2.91970802919708,4.66256261276618
1824,20,65,65,100,95.480294530091,43,66.1538461538461,65.6052376206905,0,0,0,0,0,4.51970546990903
