"museum_label","museum_name","museum_country","museum_subregion","museum_city","museum_city_latitude","museum_city_longitude","total_type_specimens","holotype_count","syntype_count","lectotype_count","neotype_count","nonexistent_count"
"AAM","Al Ain Museum","United Arab Emirates","NA","Abu Dhabi","24.48","54.37",NA,NA,NA,NA,NA,NA
"ABDSP","Anza-Borrego Desert State Park","United States","California","Borrego Springs","NA","NA",NA,NA,NA,NA,NA,NA
"Abe collection","Collection of Y. Abe","Japan","NA","NA","NA","NA",3,1,2,0,0,0
"ACAP","Association Culturelle, Archéologique et Paléontologie de l'Ouest Biterrois","France","NA","Cruzy","NA","NA",NA,NA,NA,NA,NA,NA
"ACC","Academia de Ciencias de Cuba","Cuba","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"ACM","Amherst College Museum","United States","Massachusetts","Amherst","42.383333","-72.516666999999998",1,1,0,0,0,0
"AEHM","Amur Natural History Museum","Russia","NA","Blagoveshensk","NA","NA",NA,NA,NA,NA,NA,NA
"AEIM","Amur Natural History Museum","Russia","NA","Amursk","50.22","136.9",NA,NA,NA,NA,NA,NA
"AFU","Al Fateh University","Libya","NA","Tripoli","32.869999999999997","13.18",NA,NA,NA,NA,NA,NA
"AGB","Anhui Geological Museum","China","NA","Hefei","31.85","117.28",NA,NA,NA,NA,NA,NA
"AHF","Allan Hancock Foundation","United States","California","Santa Maria","34.94","-120.44",NA,NA,NA,NA,NA,NA
"AHNU","Anhui Normal University","China","NA","Wuhu","31.35","118.37",3,3,0,0,0,0
"AHUB","Department of Biology, Anhui University","China","NA","NA","NA","NA",7,7,0,0,0,0
"Aichi","Aichi University","Japan","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"AIM","Auckland Institute and Museum","New Zealand","NA","Auckland","-36.85","174.76",2,2,0,0,0,0
"AIMZ","Anthropological Institute and Museum of the University of Zürich","Switzerland","NA","Zürich","47.38","8.5399999999999991",2,2,0,0,0,0
"AK","Museum of Anatolian Civilizations","Turkey","NA","Ankara","39.93","32.85",NA,NA,NA,NA,NA,NA
"ALP","Coleção Adriano Lúcio Peracchi, Laboratório de Mastozoologia, Universidade Federal Rural do Rio de Janeiro","Brazil","Rio de Janeiro","NA","NA","NA",3,3,0,0,0,0
"AM","Australian Museum","Australia","New South Wales","Sydney","-33.869999999999997","151.21",213,174,29,7,3,0
"ÄM","Ägyptisches Museum","Germany","Berlin","Berlin","52.52","13.38",1,0,0,1,0,0
"AMA","Académie Malgache","Madagascar","NA","Antananarivo","-18.89","47.51",2,1,1,0,0,0
"AMG","Albany Museum, Grahamstown","South Africa","NA","Grahamstown","-33.299999999999997","26.52",7,7,0,0,0,0
"AMNH","American Museum of Natural History","United States","New York","New York","40.67","-73.94",1158,1131,5,13,9,0
"AMP","Ashoro Museum of Paleontology","Japan","NA","Ashoro","NA","NA",NA,NA,NA,NA,NA,NA
"AMPG","Museum of Palaeontology and Geology of the National and Kapodistrian University of Athens","Greece","NA","Athens","37.979999999999997","23.73",NA,NA,NA,NA,NA,NA
"AMU","Collection of Vertebrate Palaeontology of the Alcaldía de Urumaco, Estado Falcón","Venezuela","Falcón","Urumaco","NA","NA",NA,NA,NA,NA,NA,NA
"AMZR","Azov Museum","Russia","NA","Azov","47.11","39.409999999999997",NA,NA,NA,NA,NA,NA
"ANSP","Academy of Natural Sciences of Philadelphia","United States","Pennsylvania","Philadelphia","40.01","-75.13",187,164,16,7,0,0
"Antunes collection","Collection of M. Telles Antunes","Portugal","NA","Monte de Caparica","NA","NA",NA,NA,NA,NA,NA,NA
"ANWC","Australian National Wildlife Collection","Australia","NA","Canberra","-35.31","149.13",6,6,0,0,0,0
"AODF","Australian Age of Dinosaurs","Australia","Queensland","Winton","NA","NA",NA,NA,NA,NA,NA,NA
"APM","Anhui Paleontological Museum","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Arredondo collection","Collection of Óscar Arredondo de la Mata","Cuba","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Arrisdrift collection","Arrisdrift collection","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"ASB","Asiatic Society of Bengal","India","West Bengal","Calcutta","22.57","88.36",NA,NA,NA,NA,NA,NA
"ASDM","Arizona-Sonora Desert Museum","United States","Arizona","Tucson","32.200000000000003","-110.89",NA,NA,NA,NA,NA,NA
"ASRU","Academy of Sciences of the Republic of Uzbekistan","Uzbekistan","NA","Tashkent","41.31","69.3",1,1,0,0,0,0
"ATCC","American Type Culture Collection","United States","NA","NA","NA","NA",1,1,0,0,0,0
"AUH","Abu Dhabi Tourism and Culture Authority","United Arab Emirates","NA","Abu Dhabi","24.48","54.37",NA,NA,NA,NA,NA,NA
"AUNZ","University of Auckland","New Zealand","NA","Auckland","-36.85","174.76",NA,NA,NA,NA,NA,NA
"AUP","Aberdeen University","United Kingdom","NA","Aberdeen","57.15","-2.1",NA,NA,NA,NA,NA,NA
"AUZC","Al-Azhar University Zoological Collection","Egypt","NA","Cairo","30.06","31.25",1,1,0,0,0,0
"AZM","Australian Zoological Museum","Australia","New South Wales","Katoomba","NA","NA",NA,NA,NA,NA,NA,NA
"BADL","Badlands National Park","United States","South Dakota","Interior","NA","NA",NA,NA,NA,NA,NA,NA
"BAFC","Bureau of Archaeology Fossil Collection","South Africa","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"BAMZ","Bermuda Aquarium, Natural History Museum and Zoo","Bermuda","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Barlocher collection","Collection of Federico Barlocher","Switzerland","NA","Lugano","46.01","8.94",NA,NA,NA,NA,NA,NA
"BAS","Bulgarian Academy of Sciences","Bulgaria","NA","Sofia","42.69","23.31",2,2,0,0,0,0
"BATGM","Bath Geological Museum","United Kingdom","NA","Bath","51.39","-2.38",NA,NA,NA,NA,NA,NA
"Bauer collection","Collection of Kurt Bauer","Austria","NA","NA","NA","NA",1,1,0,0,0,0
"BCM","Bethany College Museum","United States","Kansas","Lindsborg","NA","NA",NA,NA,NA,NA,NA,NA
"BDM","Badlands Dinosaur Museum","United States","North Dakota","Dickinson","NA","NA",NA,NA,NA,NA,NA,NA
"BeMNH","Beijing Museum of Natural History","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"BENC","Benemérita Escuela Normal de Coahuila","Mexico","Coahuila","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Bernstein","Deutsches Bernsteinmuseum","Germany","Mecklenburg-Vorpommern","Ribnitz-Damgarten","54.24","12.43",NA,NA,NA,NA,NA,NA
"Berro collection","Collection of Alejandro C. Berro","Uruguay","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"BGS","British Geological Survey","United Kingdom","NA","London","51.52","-0.1",NA,NA,NA,NA,NA,NA
"BHI","Black Hills Institute of Geological Research","United States","South Dakota","Hill City","NA","NA",NA,NA,NA,NA,NA,NA
"BIOPS","Babiarz Institute of Paleontological Studies","United States","Arizona","Mesa","33.42","-111.74",NA,NA,NA,NA,NA,NA
"BIZ","Beijing Institute of Zoology, Academia Sinica","China","NA","Beijing","39.93","116.4",145,82,0,63,0,0
"BLM","Brielle Local Museum","Netherlands","NA","Brielle","51.91","4.16",NA,NA,NA,NA,NA,NA
"Bloeker collection","Collection of Jack C. von Bloeker, Jr.","United States","California","NA","NA","NA",NA,NA,NA,NA,NA,NA
"BMB","Booth Museum of Natural History","United Kingdom","NA","Brighton","50.83","-0.15",NA,NA,NA,NA,NA,NA
"BMK","Stift Kremsmünster","Austria","Upper Austria","Kremsmünster","48.05","14.12",NA,NA,NA,NA,NA,NA
"BMMS","Bürgermeister-Müller-Museum","Germany","Bavaria","Solnhofen","NA","NA",NA,NA,NA,NA,NA,NA
"BMNH","British Museum of Natural History","United Kingdom","NA","London","51.52","-0.1",6048,5498,255,282,13,0
"BMNHC","Burke Museum of Natural History and Culture","United States","Washington","Seattle","47.62","-122.35",2,2,0,0,0,0
"BNHC","Bhutan Natural History Collection","Bhutan","NA","NA","NA","NA",1,0,1,0,0,0
"BNHS","Bombay Natural History Society","India","Maharashtra","Mumbai","NA","NA",1,1,0,0,0,0
"BNM","Bündner Naturmuseum","Switzerland","NA","Chur","46.86","9.5299999999999994",NA,NA,NA,NA,NA,NA
"BNMM","National Museum of Botswana","Botswana","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"BNMNH","Bayannur Museum of Natural History","China","NA","Bayannur","NA","NA",NA,NA,NA,NA,NA,NA
"BNSS","Bournemouth Natural Science Society","United Kingdom","NA","Bournemouth","50.73","-1.88",NA,NA,NA,NA,NA,NA
"Bohmann collection","Collection of Bohmann","Germany","NA","NA","NA","NA",2,2,0,0,0,0
"Bologna","Museo Giovanni Capellini dell'Università di Bologna","Italy","NA","Bologna","44.5","11.34",1,1,0,0,0,0
"Bonhote","Collection of J.L. Bonhote","United Kingdom","NA","NA","NA","NA",2,2,0,0,0,0
"BP","Bursa-Paşalar collection, Paşalar Excavation Site","Turkey","NA","Mustafakemalpaşa","40.049999999999997","28.41",NA,NA,NA,NA,NA,NA
"BPBM","Bernice P. Bishop Museum","United States","Hawaii","Honolulu","21.32","-157.80000000000001",18,18,0,0,0,0
"BPI","Bernard Price Institute, University of the Witwatersrand","South Africa","NA","Johannesburg","-26.19","28.04",3,3,0,0,0,0
"BPMC","Beipiao Pterosaur Museum of China","China","NA","Beipiao","41.81","120.76",NA,NA,NA,NA,NA,NA
"Braillon collection","Collection of Jean Braillon","France","NA","Beauvais","49.43","2.09",NA,NA,NA,NA,NA,NA
"BRLSI","Bath Royal Literary and Scientific Institution","United Kingdom","NA","Bath","51.39","-2.38",NA,NA,NA,NA,NA,NA
"Brno","Department of Geological Sciences, Masaryk University, Brno","Czech Republic","NA","Brno","49.2","16.61",6,4,2,0,0,0
"BRSUG","Geology Museum, University of Bristol","United Kingdom","NA","Bristol","51.46","-2.6",NA,NA,NA,NA,NA,NA
"BSPG","Bayerische Staatssammlung für Paläontologie und historische Geologie","Germany","Bavaria","München","48.137500000000003","11.574999999999999",2,2,0,0,0,0
"BUMP","Boston University/Uganda Museum/Makerere University Paleontology Expeditions","United States","Massachusetts","Boston","42.34","-71.02",NA,NA,NA,NA,NA,NA
"Burgos","Museo de Burgos","Spain","NA","Burgos","42.35","-3.69",1,1,0,0,0,0
"BXGM","Benxi Geological Museum","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"BYU","Brigham Young University","United States","Utah","Provo","40.25","-111.64",NA,NA,NA,NA,NA,NA
"BZL","Biologiezentrum Linz","Austria","Upper Austria","Linz","48.31","14.29",NA,NA,NA,NA,NA,NA
"Cabrera collection","Collection of Angel Cabrera","Spain","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CABV","Colección Aznárez","Uruguay","NA","Bella Vista","NA","NA",NA,NA,NA,NA,NA,NA
"CACM","Col·lecció Alcover, Ciutat de Mallorca","Spain","NA","Mallorca","NA","NA",2,2,0,0,0,0
"Caen","Université de Caen-Normandie","France","NA","Caen","49.19","-0.36",NA,NA,NA,NA,NA,NA
"CAGS","Chinese Academy of Geological Sciences, Institute of Geology","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"CAJ","Centre for Archaeology","Indonesia","NA","Jakarta","-6.18","106.83",NA,NA,NA,NA,NA,NA
"CAMSM","Sedgwick Museum of Earth Sciences","United Kingdom","NA","Cambridge","52.21","0.13",1,1,0,0,0,0
"CAPA","Colégio Anchieta","Brazil","Rio Grande do Sul","Porto Alegre","-30.04","-51.22",NA,NA,NA,NA,NA,NA
"CAPPA","Centro de Apoio à Pesquisa Paleontológica da Quarta Colônia","Brazil","Rio Grande do Sul","São João do Polêsine","NA","NA",NA,NA,NA,NA,NA,NA
"CAS","California Academy of Sciences","United States","California","San Francisco","37.770000000000003","-122.45",23,22,0,1,0,0
"Case collection","Collection of Judd A. Case","United States","Washington","Cheney","NA","NA",NA,NA,NA,NA,NA,NA
"CAWC","Central Australian Wildlife Collection","Australia","NA","Alice Springs","-23.7","133.87",NA,NA,NA,NA,NA,NA
"CBF","Colección Boliviana de Fauna","Bolivia","NA","NA","NA","NA",4,4,0,0,0,0
"CBK","C. Boden Kloss collection","Malaysia","NA","NA","NA","NA",5,3,2,0,0,0
"CBM","Natural History Museum and Institute, Chiba","Japan","NA","Chiba","35.61","140.11000000000001",NA,NA,NA,NA,NA,NA
"CCA","Colección Cementos Avellaneda","Argentina","NA","Olavarría","-36.9","-60.33",NA,NA,NA,NA,NA,NA
"CCM","Carter County Museum","United States","Montana","Ekaleka","NA","NA",NA,NA,NA,NA,NA,NA
"CCMGE","Chernyshev's Central Museum of Geological Exploration","Russia","NA","Saint Petersburg","59.93","30.32",NA,NA,NA,NA,NA,NA
"CCNHM","Natural History Museum, College of Charleston","United States","South Carolina","Charleston","NA","NA",NA,NA,NA,NA,NA,NA
"CCNIBG","Cátedra de Ciencias Naturales I.B. de Getafe","Spain","NA","Getafe","40.299999999999997","-3.73",NA,NA,NA,NA,NA,NA
"CCNU","Central China Normal University","China","NA","Wuhan","30.58","114.27",1,1,0,0,0,0
"CCU","Center of Collective Use ""Collection GEOCHRON"", Institute of Petroleum Geology and Geophysics, Siberian Branch of the Russian Academy of Sciences","Russia","NA","Novosibirsk","55.04","82.93",1,1,0,0,0,0
"CDPC","Changzhou Dinosaur Park of China","China","NA","Changzhou","31.78","119.97",NA,NA,NA,NA,NA,NA
"CDPH","Centro di Documentazione Paleontologica Hoplitomeryx","Italy","NA","Scontrone","NA","NA",NA,NA,NA,NA,NA,NA
"CEBIOMAS","Centro de Ecología y Biodiversidad","Peru","NA","Lima","-12.07","-77.05",2,2,0,0,0,0
"CEESV","Key Laboratory of Western China's Environmental Systems (Ministry of Education), College of Earth and Environmental Sciences, Lanzhou University","China","NA","Lanzhou","36.049999999999997","103.68",NA,NA,NA,NA,NA,NA
"CEM","Colección Elio Massoia","Argentina","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CENDIA","Centro Dominicano de Investigaciones Antropológicas","Dominican Republic","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CENPALEO","Centro Paleontológico, Universidade do Contestado","Brazil","Santa Catarina","Mafra","-26.11","-49.81",NA,NA,NA,NA,NA,NA
"CES","Central Ecological Station","Russia","NA","Moscow","55.75","37.619999999999997",2,2,0,0,0,0
"CEUM","Utah State University Eastern Prehistoric Museum","United States","Utah","Price","NA","NA",NA,NA,NA,NA,NA,NA
"CFA","Colección de Mastozoología, Fundación de Historia Natural ""Félix de Azara""","Argentina","NA","Buenos Aires","-34.61","-58.37",30,28,0,2,0,0
"CFDC","Canadian Fossil Discovery Centre","Canada","NA","Morden","49.18","-98.1",NA,NA,NA,NA,NA,NA
"CGC","Cosimo de Giorgi Collection of the Museum of the Technical Institute, Lecce","Italy","NA","Lecce","40.36","18.16",NA,NA,NA,NA,NA,NA
"CGJVP","Centro de Geociencias Juriquilla Vertebrate Paleontology collection","Mexico","Querétaro","Juriquilla","NA","NA",NA,NA,NA,NA,NA,NA
"CGM","Geological Museum, Cairo","Egypt","NA","Cairo","30.06","31.25",NA,NA,NA,NA,NA,NA
"CHAS","Chicago Academy of Sciences","United States","Illinois","Chicago","41.84","-87.68",2,2,0,0,0,0
"Chinchilla","Chinchilla Museum Collection","Australia","Queensland","Chinchilla","NA","NA",NA,NA,NA,NA,NA,NA
"ChM","Charleston Museum","United States","South Carolina","Charleston","NA","NA",1,1,0,0,0,0
"CHMO","Museo Provincial de Ciencias Naturales y Oceanografía","Argentina","NA","Puerto Madryn","-42.77","-65.040000000000006",NA,NA,NA,NA,NA,NA
"CIB","Centro de Investigaciones Biológicas del Noroeste","Mexico","Baja California Sur","NA","NA","NA",5,5,0,0,0,0
"CIC","Colección Paleontológica del Centro INAH","Mexico","Coahuila","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CICYTTP","Centro de Investigaciones Científicas y Transferencia de Tecnología a la Producción","Argentina","NA","Diamante","NA","NA",NA,NA,NA,NA,NA,NA
"Cincinnati","Cincinnati Museum Center, Museum of Natural History and Science","United States","Ohio","Cincinnati","39.14","-84.51",NA,NA,NA,NA,NA,NA
"CIP","Centro de Investigaciones Paleontológicas","Colombia","NA","Boyacá","NA","NA",NA,NA,NA,NA,NA,NA
"CIT","California Institute of Technology","United States","California","Pasadena","NA","NA",NA,NA,NA,NA,NA,NA
"CJPM","Chaoyang Jizantang Paleontological Museum","China","NA","Chaoyang","NA","NA",NA,NA,NA,NA,NA,NA
"CL","Cagliari University","Italy","NA","Cagliari","39.22","9.1",NA,NA,NA,NA,NA,NA
"CLGPR","Chongqing Laboratory of Geoheritage Protection and Research","China","NA","Chongqing","29.57","106.58",NA,NA,NA,NA,NA,NA
"CM","Carnegie Museum of Natural History","United States","Pennsylvania","Pittsburgh","40.44","-79.98",49,49,0,0,0,0
"ÇM","Çankırı Museum","Turkey","NA","Çankırı","40.61","33.619999999999997",NA,NA,NA,NA,NA,NA
"CMC","Colección Museográfica de Cinctorres","Spain","NA","Cinctorres","NA","NA",NA,NA,NA,NA,NA,NA
"CME","Chiang Muan Mine Museum","Thailand","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CMI","Colección Mastozoológica, Instituto Argentino de Investigaciones de Zonas Aridas","Argentina","NA","NA","NA","NA",10,10,0,0,0,0
"CMIN","Colección de Mamíferos del Instituto de Investigaciones en Biodiversidad y Medioambiente","Argentina","NA","Bariloche","-41.14","-71.319999999999993",1,1,0,0,0,0
"CMK","Community Museums of Kenya","Kenya","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CML","Colección Mamíferos Lillo, Universidad Nacional de Tucumán","Argentina","NA","NA","NA","NA",14,14,0,0,0,0
"CMM","Calvert Marine Museum","United States","Maryland","Solomons","NA","NA",NA,NA,NA,NA,NA,NA
"CMMC","Chiang Muan Mining Company Ltd. Museum","Thailand","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CMN","Canadian Museum of Nature","Canada","NA","Ottawa","45.42","-75.709999999999994",61,58,0,0,3,0
"CMNH","Cleveland Museum of Natural History","United States","Ohio","Cleveland","41.48","-81.680000000000007",1,1,0,0,0,0
"CMNZ","Canterbury Museum","New Zealand","NA","Christchurch","-43.53","172.64",NA,NA,NA,NA,NA,NA
"CMT","Central Museum of Taurida","Ukraine","NA","Simferopol","NA","NA",NA,NA,NA,NA,NA,NA
"CMU","Chiang Mai University","Thailand","NA","Chiang Mai","18.8","98.98",NA,NA,NA,NA,NA,NA
"CMUFLA","Coleção de Mamíferos da Universidade Federal de Lavras","Brazil","Minas Gerais","Lavras","-21.25","-45.01",2,2,0,0,0,0
"CNA","Colección Nacional Argentina","Argentina","NA","Buenos Aires","-34.61","-58.37",NA,NA,NA,NA,NA,NA
"CNARC","Centre National d'Appui à la Recherche","Chad","NA","N'Djaména","12.11","15.05",NA,NA,NA,NA,NA,NA
"CNARM","Colección Nacional de Anfibios y Reptiles","Mexico","NA","Mexico City","19.43","-99.14",NA,NA,NA,NA,NA,NA
"CNM","Colombo National Museum","Sri Lanka","NA","Colombo","6.93","79.849999999999994",10,10,0,0,0,0
"CNMA","Colección Nacional de Mamíferos, Instituto de Biología, Universidad Nacional Autónoma de México","Mexico","NA","Mexico City","19.43","-99.14",15,14,0,1,0,0
"CNP","Centro Nacional Patagónico","Argentina","NA","Puerto Madryn","-42.77","-65.040000000000006",4,4,0,0,0,0
"CNRST","Centre National de la Recherche Scientifique et Technologique du Mali","Mali","NA","Bamako","12.65","-7.99",NA,NA,NA,NA,NA,NA
"CNS","Facultad de Ciencias Naturales de la Universidad Nacional de Salta","Argentina","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CNU","Capital Normal University","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"Coleman collection","Collection of Robert H. Coleman","United States","South Carolina","NA","NA","NA",2,2,0,0,0,0
"Copeland collection","Collection of Manton Copeland","United States","Massachusetts","Taunton","41.9","-71.09",NA,NA,NA,NA,NA,NA
"Çorakyerler","Çorakyerler excavation warehouse","Turkey","NA","Çorakyerler","NA","NA",NA,NA,NA,NA,NA,NA
"CPAG","Centre for Pure and Applied Geology, University of Sindh","Pakistan","NA","Jamshoro","NA","NA",NA,NA,NA,NA,NA,NA
"CPAP","Paleontological Collection of Antarctica and Patagonia, Instituto Antártico Chileno","Chile","NA","Punta Arenas","-53.16","-70.930000000000007",NA,NA,NA,NA,NA,NA
"CPBA","Colección de Paleovertebrados del Repositorio de Colecciones Paleontológicas FCEN-UBA","Argentina","NA","Buenos Aires","-34.61","-58.37",NA,NA,NA,NA,NA,NA
"CPCA","Centro de Pesquisas Paleontológicas da Chapada do Araripe","Brazil","Ceará","Crato","-7.23","-39.42",NA,NA,NA,NA,NA,NA
"CPCC","Commonwealth Palaeontological Collection","Australia","NA","Canberra","-35.31","149.13",NA,NA,NA,NA,NA,NA
"CPCS","Colección Paleontológica de Coahuila","Mexico","Coahuila","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CPE","Centro Paleontológico de Enciso","Spain","NA","Enciso","NA","NA",NA,NA,NA,NA,NA,NA
"CPEZ","Coleção Municipal, São Pedro do Sul","Brazil","Rio Grande do Sul","São Pedro do Sul","NA","NA",NA,NA,NA,NA,NA,NA
"CPGMY","Colección Paleontológica Gobernación de Yamparáez","Bolivia","NA","Yamparáez","NA","NA",NA,NA,NA,NA,NA,NA
"CPI","Collección Paleontológica del Instituto Geológico, Minero y Metalúrgico (INGEMMET)","Peru","NA","Lima","-12.07","-77.05",NA,NA,NA,NA,NA,NA
"CPM","Chuxiong Prefectural Museum","China","NA","Chuxiong","NA","NA",NA,NA,NA,NA,NA,NA
"CPMFP","Colección Paleontológica, Museo Felipe Poey","Cuba","NA","Havana","NA","NA",NA,NA,NA,NA,NA,NA
"CPPLIP","Centro de Pesquisas Paleontológicas L. I. Price","Brazil","Minas Gerais","Uberaba","-19.760000000000002","-47.94",NA,NA,NA,NA,NA,NA
"CPS","Colorado Palaeontographical Society","United States","Colorado","Boulder","40.03","-105.25",NA,NA,NA,NA,NA,NA
"CPSGM","Ministérie de l'Énergie et des Mines","Morocco","NA","Rabat","34.020000000000003","-6.84",NA,NA,NA,NA,NA,NA
"CRA","Pterosaur Beach","France","NA","Crayssac","NA","NA",NA,NA,NA,NA,NA,NA
"CRES","Centre for Natural Resources Management and Environmental Studies","Vietnam","NA","Hanoi","NA","NA",NA,NA,NA,NA,NA,NA
"CRI","Chelonian Research Institute","United States","Florida","Oviedo","NA","NA",NA,NA,NA,NA,NA,NA
"CRILAR","Centro Regional de Investigaciones La Rioja","Argentina","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CSBD","Center for Biological Diversity, University of Guyana","Guyana","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CSC","Chadron State College","United States","Nebraska","Chadron","NA","NA",NA,NA,NA,NA,NA,NA
"CSIRO","Commonwealth Scientific and Industrial Research Organisation, Division of Wildlife Research","Australia","NA","Canberra","-35.31","149.13",9,8,0,0,1,0
"CSMM","Carl-Schweizer-Museum","Germany","Baden-Württemberg","Murrhardt","NA","NA",NA,NA,NA,NA,NA,NA
"CST","Centre des Sciences de la Terre, UMR CNRS 5561 Biogéosciences","France","NA","Dijon","47.33","5.03",NA,NA,NA,NA,NA,NA
"CSTUB","Centre des Sciences de la Terre de l'Universite de Bourgogne","France","NA","Bourgogne","NA","NA",2,2,0,0,0,0
"CSUF","California State University, Fullerton","United States","California","Fullerton","33.880000000000003","-117.93",NA,NA,NA,NA,NA,NA
"CSUH","California State University, Humboldt","United States","California","Arcata","NA","NA",NA,NA,NA,NA,NA,NA
"CTES","Paleozoología Corrientes, Facultad de Ciencias Exactas, Naturales y Agrimensura, Universidad Nacional del Nordeste","Argentina","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"CTUA","Colección Teriológica de la Universidad de Antioquia","Colombia","NA","Medellín","6.29","-75.540000000000006",1,1,0,0,0,0
"CUE","Chinju University of Education","South Korea","NA","Chinju","NA","NA",NA,NA,NA,NA,NA,NA
"Cuenca","Museo de Cuenca","Spain","NA","Cuenca","40.08","-2.14",NA,NA,NA,NA,NA,NA
"CUF","Chulalongkorn University","Thailand","NA","Bangkok","13.73","100.5",NA,NA,NA,NA,NA,NA
"CUGB","China University of Geosciences","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"CUGW","China University of Geosciences","China","NA","Wuhan","30.58","114.27",NA,NA,NA,NA,NA,NA
"CUMV","Cornell University Museum of Vertebrates","United States","New York","Ithaca","NA","NA",NA,NA,NA,NA,NA,NA
"CUMWC","University of Colorado Denver-Museum of Western Colorado","United States","Colorado","Denver","39.770000000000003","-104.87",NA,NA,NA,NA,NA,NA
"CUNRC","Colección de mamíferos de la Universidad Nacional de Río Cuarto","Argentina","NA","Córdoba","-31.4","-64.19",1,1,0,0,0,0
"CUP","Catholic University of Peking","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"CUWM","Cairo University","Egypt","NA","Cairo","30.06","31.25",NA,NA,NA,NA,NA,NA
"CV","Municipal Museum of Chongqing","China","NA","Chongqing","29.57","106.58",NA,NA,NA,NA,NA,NA
"CVEB","Centre for Vertebrate Evolutionary Biology, Yunnan University","China","NA","Kunming","25.05","102.7",NA,NA,NA,NA,NA,NA
"CVULA","Colección de Vertebrados de la Universidad de Los Andes","Venezuela","Mérida","NA","NA","NA",9,9,0,0,0,0
"CVUSB","Colección de Vertebrados de la Universidad Simón Bolivar","Venezuela","NA","Caracas","10.54","-66.930000000000007",1,1,0,0,0,0
"CWNU","China West Normal University","China","NA","Nanchong","30.78","106.13",1,1,0,0,0,0
"CYGB","Chaoyang Geological Park","China","NA","Chaoyang","NA","NA",NA,NA,NA,NA,NA,NA
"CZL","Centro de Zoologia, Instituto de Investigaçao Científica Tropical","Portugal","NA","Lisbon","38.72","-9.14",1,0,0,0,1,0
"CZUS","Chair of Zoology, University of Sofia","Bulgaria","NA","Sofia","42.69","23.31",2,2,0,0,0,0
"DABV","Department of Animal Biology (Vertebrates), Faculty of Biology, University of Barcelona","Spain","NA","Barcelona","41.4","2.17",1,1,0,0,0,0
"DAK","Dakhla collection","France","NA","Poitiers","46.58","0.34",NA,NA,NA,NA,NA,NA
"DAM","Department of Antiquities and Museums","Saudi Arabia","NA","Riyadh","24.65","46.77",NA,NA,NA,NA,NA,NA
"DB","Doly Bílina","Czech Republic","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"DBNU","Department of Biology of Northwest University","China","NA","Xian","34.270000000000003","108.9",3,3,0,0,0,0
"DCM","Dartmouth College Museum","United States","New Hampshire","Hanover","NA","NA",NA,NA,NA,NA,NA,NA
"DCUU","Departamento de Citogenética, Facultad de Ciencias, Universidad de la República Oriental del Uruguay","Uruguay","NA","Montevideo","-34.869999999999997","-56.17",2,2,0,0,0,0
"DFMMh","Dinosaurier-Freilichtmuseum Münchehagen","Germany","Lower Saxony","Münchehagen","NA","NA",NA,NA,NA,NA,NA,NA
"DG","Descartes-Gymnasium","Germany","Bavaria","Neuburg an der Donau","NA","NA",NA,NA,NA,NA,NA,NA
"DGIBUFRGS","Departamento de Genética, Instituto de Biociências, Universidade Federal do Rio Grande do Sul","Brazil","Rio Grande do Sul","NA","NA","NA",1,1,0,0,0,0
"DGKU","Department of Geology, Kumaun University","India","Uttarakhand","Nainital","NA","NA",NA,NA,NA,NA,NA,NA
"DGM","Divisão de Geologia e Mineralogia, Departamento Nacional da Produção Mineral","Brazil","Rio de Janeiro","Rio de Janeiro","-22.91","-43.2",NA,NA,NA,NA,NA,NA
